dispatching_base_number,date,active_vehicles,trips
B02617,2017-07-16,149,787
B02617,2017-07-17,165,759
B02512,2017-07-18,198,1179
B02512,2017-07-19,230,1244
B02512,2017-07-20,235,959
B02512,2017-07-21,208,1521
B02512,2017-07-22,204,1567
B02512,2017-07-23,177,1737
B02512,2017-07-24,195,1750
B02598,2017-07-18,151,848
B02598,2017-07-19,162,903
B02598,2017-07-20,163,973
B02598,2017-07-21,171,969
B02598,2017-07-22,192,1123
B02598,2017-07-23,195,1222
B02598,2017-07-24,217,1290
B02617,2017-07-18,109,516
B02617,2017-07-19,106,588
B02617,2017-07-20,119,572
B02617,2017-07-21,128,637
B02617,2017-07-22,133,655
B02617,2017-07-23,142,706
B02617,2017-07-24,163,847
B02512,2017-07-25,185,1090
B02512,2017-07-26,224,1249
B02512,2017-07-27,236,1007
B02512,2017-07-28,214,1533
B02512,2017-07-29,208,1617
B02512,2017-07-30,177,1669
B02512,2017-07-31,193,1790
B02598,2017-07-25,146,767
B02598,2017-07-26,161,921
B02598,2017-07-27,176,910
B02598,2017-07-28,171,1009
B02598,2017-07-29,194,1072
B02598,2017-07-30,200,1205
B02598,2017-07-31,214,1313
B02617,2017-07-25,106,511
B02617,2017-07-26,103,565
B02617,2017-07-27,110,638
B02617,2017-07-28,121,645
B02617,2017-07-29,142,675
B02617,2017-07-30,148,750
B02617,2017-07-31,169,763
B02512,2017-08-01,199,1155
B02512,2017-08-02,215,1189
B02512,2017-08-03,220,1004
B02512,2017-08-04,216,1531
B02512,2017-08-05,192,1568
B02512,2017-08-06,173,1657
B02512,2017-08-07,196,1753
B02598,2017-08-01,149,790
B02598,2017-08-02,164,911
B02598,2017-08-03,163,937
B02598,2017-08-04,170,1044
B02598,2017-08-05,195,1149
B02598,2017-08-06,204,1157
B02598,2017-08-07,218,1299
B02617,2017-08-01,106,463
B02617,2017-08-02,100,590
B02617,2017-08-03,122,608
B02617,2017-08-04,135,646
B02617,2017-08-05,130,698
B02617,2017-08-06,158,758
B02617,2017-08-07,154,834
B02512,2017-08-08,196,1178
B02512,2017-08-09,218,1196
B02512,2017-08-10,236,1044
B02512,2017-08-11,213,1459
B02512,2017-08-12,190,1622
B02512,2017-08-13,183,1728
B02512,2017-08-14,195,1792
B02598,2017-08-08,155,766
B02598,2017-08-09,163,891
B02598,2017-08-10,174,979
B02598,2017-08-11,180,1013
B02598,2017-08-12,182,1076
B02598,2017-08-13,209,1229
B02598,2017-08-14,217,1334
B02617,2017-08-08,108,513
B02617,2017-08-09,111,563
B02617,2017-08-10,124,553
B02617,2017-08-11,127,609
B02617,2017-08-12,130,682
B02617,2017-08-13,150,767
B02617,2017-08-14,150,805
B02512,2017-08-15,194,1114
B02512,2017-08-16,226,1232
B02512,2017-08-17,238,998
B02512,2017-08-18,204,1460
B02512,2017-08-19,208,1585
B02512,2017-08-20,182,1700
B02512,2017-08-21,193,1823
B02598,2017-08-15,148,783
B02598,2017-08-16,156,899
B02598,2017-08-17,177,933
B02598,2017-08-18,184,1036
B02598,2017-08-19,198,1133
B02598,2017-08-20,206,1232
B02598,2017-08-21,204,1290
B02617,2017-08-15,96,517
B02617,2017-08-16,117,551
B02617,2017-08-17,114,630
B02617,2017-08-18,126,661
B02617,2017-08-19,131,660
B02617,2017-08-20,149,795
B02617,2017-08-21,153,781
B02512,2017-08-22,181,1125
B02512,2017-08-23,216,1228
B02512,2017-08-24,230,991
B02512,2017-08-25,204,1461
B02512,2017-08-26,195,1648
B02512,2017-08-27,170,1741
B02512,2017-08-28,184,1788
B02598,2017-08-22,156,797
B02598,2017-08-23,152,856
B02598,2017-08-24,175,940
B02598,2017-08-25,175,1039
B02598,2017-08-26,186,1123
B02598,2017-08-27,190,1221
B02598,2017-08-28,204,1288
B02617,2017-08-22,95,534
B02617,2017-08-23,102,527
B02617,2017-08-24,128,616
B02617,2017-08-25,128,699
B02617,2017-08-26,146,742
B02617,2017-08-27,157,798
B02617,2017-08-28,152,813
B02512,2017-08-29,184,1098
B02512,2017-08-30,219,1205
B02512,2017-08-31,231,1015
B02512,2017-09-01,202,1479
B02512,2017-09-02,200,1592
B02512,2017-09-03,189,1728
B02512,2017-09-04,196,1839
B02598,2017-08-29,144,790
B02598,2017-08-30,152,880
B02598,2017-08-31,174,933
B02598,2017-09-01,184,1002
B02598,2017-09-02,192,1095
B02598,2017-09-03,201,1167
B02598,2017-09-04,217,1284
B02617,2017-08-29,103,512
B02617,2017-08-30,105,597
B02617,2017-08-31,110,642
B02617,2017-09-01,131,651
B02617,2017-09-02,135,694
B02617,2017-09-03,148,711
B02617,2017-09-04,166,814
B02512,2017-09-05,180,1106
B02512,2017-09-06,220,1195
B02512,2017-09-07,220,953
B02512,2017-09-08,205,1479
B02512,2017-09-09,192,1639
B02512,2017-09-10,188,1657
B02512,2017-09-11,199,1802
B02598,2017-09-05,143,800
B02598,2017-09-06,151,931
B02598,2017-09-07,178,968
B02598,2017-09-08,170,985
B02598,2017-09-09,193,1112
B02598,2017-09-10,206,1186
B02598,2017-09-11,216,1325
B02617,2017-09-05,96,547
B02617,2017-09-06,111,533
B02617,2017-09-07,127,556
B02617,2017-09-08,131,628
B02617,2017-09-09,137,678
B02617,2017-09-10,144,776
B02617,2017-09-11,161,813
B02512,2017-09-12,189,1098
B02512,2017-09-13,219,1241
B02512,2017-09-14,220,986
B02512,2017-09-15,211,1509
B02512,2017-09-16,204,1640
B02512,2017-09-17,176,1718
B02512,2017-09-18,198,1822
B02598,2017-09-12,148,760
B02598,2017-09-13,162,886
B02598,2017-09-14,160,969
B02598,2017-09-15,180,1031
B02598,2017-09-16,193,1124
B02598,2017-09-17,200,1201
B02598,2017-09-18,208,1265
B02617,2017-09-12,99,463
B02617,2017-09-13,114,530
B02617,2017-09-14,126,561
B02617,2017-09-15,134,688
B02617,2017-09-16,138,691
B02617,2017-09-17,148,715
B02617,2017-09-18,167,849
B02512,2017-09-19,181,1165
B02512,2017-09-20,224,1216
B02512,2017-09-21,236,1035
B02512,2017-09-22,219,1489
B02512,2017-09-23,203,1588
B02512,2017-09-24,179,1713
B02512,2017-09-25,188,1836
B02598,2017-09-19,157,803
B02598,2017-09-20,166,934
B02598,2017-09-21,172,934
B02598,2017-09-22,172,984
B02598,2017-09-23,185,1078
B02598,2017-09-24,194,1209
B02598,2017-09-25,203,1253
B02617,2017-09-19,101,521
B02617,2017-09-20,119,523
B02617,2017-09-21,116,649
B02617,2017-09-22,138,638
B02617,2017-09-23,134,688
B02617,2017-09-24,153,789
B02617,2017-09-25,155,752
B02512,2017-09-26,187,1155
B02512,2017-09-27,226,1268
B02512,2017-09-28,230,1043
B02512,2017-09-29,205,1460
B02512,2017-09-30,209,1563
B02512,2017-10-01,186,1700
B02512,2017-10-02,180,1803
B02598,2017-09-26,141,762
B02598,2017-09-27,165,944
B02598,2017-09-28,174,951
B02598,2017-09-29,181,1039
B02598,2017-09-30,194,1133
B02598,2017-10-01,204,1201
B02598,2017-10-02,217,1320
B02617,2017-09-26,93,546
B02617,2017-09-27,118,587
B02617,2017-09-28,124,630
B02617,2017-09-29,129,676
B02617,2017-09-30,142,724
B02617,2017-10-01,152,715
B02617,2017-10-02,165,806
B02512,2017-10-03,192,1175
B02512,2017-10-04,219,1238
B02512,2017-10-05,231,1021
B02512,2017-10-06,206,1530
B02512,2017-10-07,206,1593
B02512,2017-10-08,177,1669
B02512,2017-10-09,192,1813
B02598,2017-10-03,149,764
B02598,2017-10-04,157,936
B02598,2017-10-05,178,928
B02598,2017-10-06,178,965
B02598,2017-10-07,192,1125
B02598,2017-10-08,202,1192
B02598,2017-10-09,201,1275
B02617,2017-10-03,92,474
B02617,2017-10-04,109,558
B02617,2017-10-05,110,563
B02617,2017-10-06,139,640
B02617,2017-10-07,136,702
B02617,2017-10-08,142,760
B02617,2017-10-09,161,763
B02512,2017-10-10,195,1117
B02512,2017-10-11,218,1198
B02512,2017-10-12,234,994
B02512,2017-10-13,204,1539
B02512,2017-10-14,202,1566
B02512,2017-10-15,178,1697
B02512,2017-10-16,184,1817
B02598,2017-10-10,153,840
B02598,2017-10-11,161,859
B02598,2017-10-12,163,914
B02598,2017-10-13,188,953
B02598,2017-10-14,181,1055
B02598,2017-10-15,193,1221
B02598,2017-10-16,206,1311
B02617,2017-10-10,105,460
B02617,2017-10-11,110,579
B02617,2017-10-12,112,599
B02617,2017-10-13,138,678
B02617,2017-10-14,140,723
B02617,2017-10-15,156,792
B02617,2017-10-16,154,830
B02512,2017-10-17,186,1174
B02512,2017-10-18,226,1190
B02512,2017-10-19,238,1013
B02512,2017-10-20,219,1491
B02512,2017-10-21,194,1644
B02512,2017-10-22,172,1736
B02512,2017-10-23,192,1822
B02598,2017-10-17,156,753
B02598,2017-10-18,167,884
B02598,2017-10-19,177,970
B02598,2017-10-20,184,989
B02598,2017-10-21,193,1088
B02598,2017-10-22,190,1153
B02598,2017-10-23,202,1301
B02617,2017-10-17,103,467
B02617,2017-10-18,116,586
B02617,2017-10-19,117,604
B02617,2017-10-20,136,653
B02617,2017-10-21,138,735
B02617,2017-10-22,146,787
B02617,2017-10-23,160,763
B02512,2017-10-24,185,1097
B02512,2017-10-25,218,1234
B02512,2017-10-26,230,1003
B02512,2017-10-27,210,1530
B02512,2017-10-28,193,1637
B02512,2017-10-29,189,1731
B02512,2017-10-30,184,1807
B02598,2017-10-24,148,752
B02598,2017-10-25,150,869
B02598,2017-10-26,177,902
B02598,2017-10-27,175,957
B02598,2017-10-28,182,1094
B02598,2017-10-29,190,1162
B02598,2017-10-30,204,1268
B02617,2017-10-24,96,528
B02617,2017-10-25,113,560
B02617,2017-10-26,118,617
B02617,2017-10-27,133,653
B02617,2017-10-28,147,716
B02617,2017-10-29,155,704
B02617,2017-10-30,154,769
B02512,2017-10-31,195,1159
B02512,2017-11-01,227,1273
B02512,2017-11-02,221,960
B02512,2017-11-03,209,1541
B02512,2017-11-04,191,1632
B02512,2017-11-05,186,1720
B02512,2017-11-06,199,1833
B02598,2017-10-31,147,779
B02598,2017-11-01,165,889
B02598,2017-11-02,162,993
B02598,2017-11-03,189,1005
B02598,2017-11-04,181,1092
B02598,2017-11-05,205,1170
B02598,2017-11-06,208,1320
B02617,2017-10-31,92,523
B02617,2017-11-01,106,555
B02617,2017-11-02,117,550
B02617,2017-11-03,122,651
B02617,2017-11-04,148,705
B02617,2017-11-05,148,766
B02617,2017-11-06,162,836
B02512,2017-11-07,190,1110
B02512,2017-11-08,227,1251
B02512,2017-11-09,235,1038
B02512,2017-11-10,216,1530
B02512,2017-11-11,194,1638
B02512,2017-11-12,187,1723
B02512,2017-11-13,187,1828
B02598,2017-11-07,153,765
B02598,2017-11-08,166,907
B02598,2017-11-09,173,953
B02598,2017-11-10,184,988
B02598,2017-11-11,188,1089
B02598,2017-11-12,204,1179
B02598,2017-11-13,205,1259
B02617,2017-11-07,95,469
B02617,2017-11-08,100,546
B02617,2017-11-09,115,559
B02617,2017-11-10,129,690
B02617,2017-11-11,136,681
B02617,2017-11-12,150,787
B02617,2017-11-13,155,811
B02512,2017-11-14,199,1132
B02512,2017-11-15,221,1218
B02512,2017-11-16,228,977
B02512,2017-11-17,219,1492
B02512,2017-11-18,206,1551
B02512,2017-11-19,184,1720
B02512,2017-11-20,193,1836
B02598,2017-11-14,154,761
B02598,2017-11-15,151,885
B02598,2017-11-16,165,921
B02598,2017-11-17,184,1044
B02598,2017-11-18,196,1059
B02598,2017-11-19,190,1208
B02598,2017-11-20,213,1284
B02617,2017-11-14,109,498
B02617,2017-11-15,105,545
B02617,2017-11-16,126,565
B02617,2017-11-17,121,657
B02617,2017-11-18,141,694
B02617,2017-11-19,148,720
B02617,2017-11-20,151,787
B02512,2017-11-21,193,1086
B02512,2017-11-22,223,1212
B02512,2017-11-23,230,950
B02512,2017-11-24,216,1538
B02512,2017-11-25,200,1626
B02512,2017-11-26,180,1699
B02512,2017-11-27,181,1756
B02598,2017-11-21,153,801
B02598,2017-11-22,159,913
B02598,2017-11-23,169,920
B02598,2017-11-24,183,1043
B02598,2017-11-25,183,1118
B02598,2017-11-26,207,1235
B02598,2017-11-27,201,1324
B02617,2017-11-21,102,533
B02617,2017-11-22,109,581
B02617,2017-11-23,125,572
B02617,2017-11-24,138,667
B02617,2017-11-25,147,716
B02617,2017-11-26,155,730
B02617,2017-11-27,157,808
B02512,2017-11-28,185,1109
B02512,2017-11-29,233,1229
B02512,2017-11-30,220,1001
B02512,2017-12-01,213,1472
B02512,2017-12-02,206,1607
B02512,2017-12-03,185,1738
B02512,2017-12-04,190,1765
B02598,2017-11-28,145,802
B02598,2017-11-29,161,897
B02598,2017-11-30,166,996
B02598,2017-12-01,183,999
B02598,2017-12-02,182,1052
B02598,2017-12-03,209,1160
B02598,2017-12-04,200,1330
B02617,2017-11-28,107,510
B02617,2017-11-29,102,557
B02617,2017-11-30,126,639
B02617,2017-12-01,131,699
B02617,2017-12-02,130,691
B02617,2017-12-03,146,745
B02617,2017-12-04,161,764
B02512,2017-12-05,182,1141
B02512,2017-12-06,230,1205
B02512,2017-12-07,226,1028
B02512,2017-12-08,204,1532
B02512,2017-12-09,198,1604
B02512,2017-12-10,180,1740
B02512,2017-12-11,184,1825
B02598,2017-12-05,142,808
B02598,2017-12-06,158,933
B02598,2017-12-07,166,945
B02598,2017-12-08,179,1015
B02598,2017-12-09,198,1098
B02598,2017-12-10,207,1230
B02598,2017-12-11,218,1267
B02617,2017-12-05,96,463
B02617,2017-12-06,112,542
B02617,2017-12-07,118,551
B02617,2017-12-08,133,626
B02617,2017-12-09,133,712
B02617,2017-12-10,150,792
B02617,2017-12-11,168,772
B02512,2017-12-12,184,1126
B02512,2017-12-13,227,1206
B02512,2017-12-14,234,961
B02512,2017-12-15,203,1541
B02512,2017-12-16,199,1619
B02512,2017-12-17,171,1678
B02512,2017-12-18,194,1833
B02598,2017-12-12,147,830
B02598,2017-12-13,151,914
B02598,2017-12-14,178,909
B02598,2017-12-15,185,996
B02598,2017-12-16,182,1058
B02598,2017-12-17,203,1171
B02598,2017-12-18,213,1266
B02617,2017-12-12,109,520
B02617,2017-12-13,112,590
B02617,2017-12-14,116,566
B02617,2017-12-15,132,618
B02617,2017-12-16,148,732
B02617,2017-12-17,155,735
B02617,2017-12-18,164,810
B02512,2017-12-19,194,1093
B02512,2017-12-20,223,1271
B02512,2017-12-21,238,966
B02512,2017-12-22,202,1545
B02512,2017-12-23,203,1581
B02512,2017-12-24,170,1665
B02512,2017-12-25,191,1816
B02598,2017-12-19,141,769
B02598,2017-12-20,164,920
B02598,2017-12-21,162,932
B02598,2017-12-22,173,1011
B02598,2017-12-23,196,1119
B02598,2017-12-24,202,1194
B02598,2017-12-25,214,1285
B02617,2017-12-19,101,514
B02617,2017-12-20,115,584
B02617,2017-12-21,121,587
B02617,2017-12-22,136,664
B02617,2017-12-23,137,698
B02617,2017-12-24,144,715
B02617,2017-12-25,150,793
B02512,2017-12-26,196,1133
B02512,2017-12-27,220,1203
B02512,2017-12-28,224,997
B02512,2017-12-29,200,1477
B02512,2017-12-30,207,1580
B02512,2017-12-31,177,1687
B02512,2018-01-01,181,1750
B02598,2017-12-26,153,829
B02598,2017-12-27,163,902
B02598,2017-12-28,173,930
B02598,2017-12-29,177,970
B02598,2017-12-30,183,1069
B02598,2017-12-31,206,1213
B02598,2018-01-01,213,1280
B02617,2017-12-26,97,520
B02617,2017-12-27,103,599
B02617,2017-12-28,129,591
B02617,2017-12-29,123,693
B02617,2017-12-30,136,660
B02617,2017-12-31,148,757
B02617,2018-01-01,169,759
B02512,2018-01-02,199,1172
B02512,2018-01-03,219,1231
B02512,2018-01-04,231,1049
B02512,2018-01-05,214,1487
B02512,2018-01-06,197,1556
B02512,2018-01-07,186,1734
B02512,2018-01-08,183,1842
B02598,2018-01-02,158,840
B02598,2018-01-03,154,860
B02598,2018-01-04,174,966
B02598,2018-01-05,181,1006
B02598,2018-01-06,182,1108
B02598,2018-01-07,192,1206
B02598,2018-01-08,208,1289
B02617,2018-01-02,99,545
B02617,2018-01-03,101,555
B02617,2018-01-04,123,557
B02617,2018-01-05,131,663
B02617,2018-01-06,132,686
B02617,2018-01-07,152,735
B02617,2018-01-08,158,841
B02512,2018-01-09,187,1134
B02512,2018-01-10,220,1241
B02512,2018-01-11,234,980
B02512,2018-01-12,200,1487
B02512,2018-01-13,193,1629
B02512,2018-01-14,186,1679
B02512,2018-01-15,184,1805
B02598,2018-01-09,155,766
B02598,2018-01-10,159,917
B02598,2018-01-11,171,907
B02598,2018-01-12,186,962
B02598,2018-01-13,193,1082
B02598,2018-01-14,206,1208
B02598,2018-01-15,213,1264
B02617,2018-01-09,99,457
B02617,2018-01-10,100,587
B02617,2018-01-11,124,572
B02617,2018-01-12,125,688
B02617,2018-01-13,146,723
B02617,2018-01-14,149,757
B02617,2018-01-15,168,827
B02512,2018-01-16,190,1171
B02512,2018-01-17,233,1182
B02512,2018-01-18,236,1044
B02512,2018-01-19,202,1490
B02512,2018-01-20,203,1639
B02512,2018-01-21,187,1733
B02512,2018-01-22,193,1784
B02598,2018-01-16,146,833
B02598,2018-01-17,153,862
B02598,2018-01-18,166,906
B02598,2018-01-19,179,972
B02598,2018-01-20,183,1120
B02598,2018-01-21,202,1182
B02598,2018-01-22,215,1273
B02617,2018-01-16,98,450
B02617,2018-01-17,108,549
B02617,2018-01-18,114,598
B02617,2018-01-19,134,698
B02617,2018-01-20,133,721
B02617,2018-01-21,155,714
B02617,2018-01-22,169,754
B02512,2018-01-23,192,1102
B02512,2018-01-24,232,1206
B02512,2018-01-25,238,951
B02512,2018-01-26,217,1463
B02512,2018-01-27,195,1593
B02512,2018-01-28,187,1728
B02512,2018-01-29,181,1821
B02598,2018-01-23,150,817
B02598,2018-01-24,153,871
B02598,2018-01-25,163,906
B02598,2018-01-26,171,1006
B02598,2018-01-27,194,1147
B02598,2018-01-28,190,1168
B02598,2018-01-29,211,1329
B02617,2018-01-23,90,451
B02617,2018-01-24,105,523
B02617,2018-01-25,126,647
B02617,2018-01-26,122,620
B02617,2018-01-27,132,705
B02617,2018-01-28,152,777
B02617,2018-01-29,169,840
B02512,2018-01-30,197,1144
B02512,2018-01-31,227,1261
B02512,2018-02-01,229,970
B02512,2018-02-02,212,1498
B02512,2018-02-03,200,1557
B02512,2018-02-04,185,1683
B02512,2018-02-05,185,1844
B02598,2018-01-30,143,767
B02598,2018-01-31,154,888
B02598,2018-02-01,165,913
B02598,2018-02-02,185,1046
B02598,2018-02-03,199,1108
B02598,2018-02-04,195,1204
B02598,2018-02-05,203,1346
B02617,2018-01-30,92,462
B02617,2018-01-31,100,502
B02617,2018-02-01,127,586
B02617,2018-02-02,138,645
B02617,2018-02-03,133,704
B02617,2018-02-04,158,783
B02617,2018-02-05,157,781
B02512,2018-02-06,188,1118
B02512,2018-02-07,220,1252
B02512,2018-02-08,226,995
B02512,2018-02-09,206,1489
B02512,2018-02-10,205,1599
B02512,2018-02-11,172,1653
B02512,2018-02-12,181,1774
B02598,2018-02-06,145,805
B02598,2018-02-07,150,874
B02598,2018-02-08,163,917
B02598,2018-02-09,173,971
B02598,2018-02-10,188,1114
B02598,2018-02-11,205,1160
B02598,2018-02-12,208,1337
B02617,2018-02-06,106,509
B02617,2018-02-07,102,521
B02617,2018-02-08,118,628
B02617,2018-02-09,134,612
B02617,2018-02-10,139,692
B02617,2018-02-11,152,753
B02617,2018-02-12,159,754
B02512,2018-02-13,199,1090
B02512,2018-02-14,221,1223
B02512,2018-02-15,233,1012
B02512,2018-02-16,208,1478
B02512,2018-02-17,190,1615
B02512,2018-02-18,175,1729
B02512,2018-02-19,199,1756
B02598,2018-02-13,143,792
B02598,2018-02-14,168,937
B02598,2018-02-15,165,949
B02598,2018-02-16,171,953
B02598,2018-02-17,195,1149
B02598,2018-02-18,197,1191
B02598,2018-02-19,206,1325
B02617,2018-02-13,109,497
B02617,2018-02-14,105,567
B02617,2018-02-15,119,575
B02617,2018-02-16,130,605
B02617,2018-02-17,134,689
B02617,2018-02-18,156,794
B02617,2018-02-19,157,837
B02512,2018-02-20,184,1154
B02512,2018-02-21,221,1233
B02512,2018-02-22,230,1012
B02512,2018-02-23,200,1533
B02512,2018-02-24,204,1595
B02512,2018-02-25,178,1726
B02512,2018-02-26,199,1801
B02598,2018-02-20,145,817
B02598,2018-02-21,165,921
B02598,2018-02-22,162,923
B02598,2018-02-23,184,976
B02598,2018-02-24,195,1079
B02598,2018-02-25,207,1186
B02598,2018-02-26,212,1289
B02617,2018-02-20,102,469
B02617,2018-02-21,101,573
B02617,2018-02-22,126,560
B02617,2018-02-23,120,689
B02617,2018-02-24,134,676
B02617,2018-02-25,150,783
B02617,2018-02-26,164,766
B02512,2018-02-27,199,1092
B02512,2018-02-28,223,1238
B02512,2018-03-01,236,1027
B02512,2018-03-02,201,1461
B02512,2018-03-03,201,1645
B02512,2018-03-04,186,1729
B02512,2018-03-05,182,1800
B02598,2018-02-27,152,827
B02598,2018-02-28,167,881
B02598,2018-03-01,162,939
B02598,2018-03-02,184,1038
B02598,2018-03-03,195,1067
B02598,2018-03-04,201,1161
B02598,2018-03-05,207,1263
B02617,2018-02-27,91,520
B02617,2018-02-28,117,568
B02617,2018-03-01,113,576
B02617,2018-03-02,138,652
B02617,2018-03-03,149,654
B02617,2018-03-04,141,761
B02617,2018-03-05,159,794
B02512,2018-03-06,193,1083
B02512,2018-03-07,231,1253
B02512,2018-03-08,238,1016
B02512,2018-03-09,215,1462
B02512,2018-03-10,194,1587
B02512,2018-03-11,189,1680
B02512,2018-03-12,184,1761
B02598,2018-03-06,156,817
B02598,2018-03-07,152,861
B02598,2018-03-08,167,994
B02598,2018-03-09,179,997
B02598,2018-03-10,191,1131
B02598,2018-03-11,202,1193
B02598,2018-03-12,219,1318
B02617,2018-03-06,102,542
B02617,2018-03-07,108,591
B02617,2018-03-08,127,613
B02617,2018-03-09,137,628
B02617,2018-03-10,135,728
B02617,2018-03-11,155,751
B02617,2018-03-12,150,841
B02512,2018-03-13,187,1094
B02512,2018-03-14,219,1215
B02512,2018-03-15,229,953
B02512,2018-03-16,204,1493
B02512,2018-03-17,209,1624
B02512,2018-03-18,179,1733
B02512,2018-03-19,198,1840
B02598,2018-03-13,140,799
B02598,2018-03-14,155,947
B02598,2018-03-15,163,991
B02598,2018-03-16,176,1007
B02598,2018-03-17,185,1057
B02598,2018-03-18,195,1200
B02598,2018-03-19,207,1306
B02617,2018-03-13,109,530
B02617,2018-03-14,113,548
B02617,2018-03-15,118,636
B02617,2018-03-16,138,630
B02617,2018-03-17,146,697
B02617,2018-03-18,147,745
B02617,2018-03-19,154,776
B02512,2018-03-20,198,1140
B02512,2018-03-21,225,1192
B02512,2018-03-22,237,987
B02512,2018-03-23,212,1451
B02512,2018-03-24,209,1631
B02512,2018-03-25,185,1718
B02512,2018-03-26,185,1750
B02598,2018-03-20,152,840
B02598,2018-03-21,169,926
B02598,2018-03-22,172,987
B02598,2018-03-23,181,952
B02598,2018-03-24,194,1133
B02598,2018-03-25,204,1239
B02598,2018-03-26,215,1299
B02617,2018-03-20,91,468
B02617,2018-03-21,104,587
B02617,2018-03-22,119,587
B02617,2018-03-23,128,607
B02617,2018-03-24,130,748
B02617,2018-03-25,144,797
B02617,2018-03-26,151,845
B02512,2018-03-27,186,1110
B02512,2018-03-28,234,1263
B02512,2018-03-29,229,999
B02512,2018-03-30,207,1484
B02512,2018-03-31,197,1555
B02512,2018-04-01,170,1693
B02512,2018-04-02,189,1801
B02598,2018-03-27,142,791
B02598,2018-03-28,167,942
B02598,2018-03-29,174,916
B02598,2018-03-30,186,1036
B02598,2018-03-31,186,1105
B02598,2018-04-01,203,1231
B02598,2018-04-02,212,1329
B02617,2018-03-27,104,485
B02617,2018-03-28,103,579
B02617,2018-03-29,110,567
B02617,2018-03-30,134,617
B02617,2018-03-31,131,733
B02617,2018-04-01,157,748
B02617,2018-04-02,160,803
B02512,2018-04-03,198,1164
B02512,2018-04-04,216,1256
B02512,2018-04-05,221,955
B02512,2018-04-06,207,1520
B02512,2018-04-07,198,1614
B02512,2018-04-08,182,1673
B02512,2018-04-09,194,1780
B02598,2018-04-03,148,821
B02598,2018-04-04,160,898
B02598,2018-04-05,166,919
B02598,2018-04-06,172,1013
B02598,2018-04-07,190,1060
B02598,2018-04-08,201,1194
B02598,2018-04-09,201,1294
B02617,2018-04-03,94,456
B02617,2018-04-04,115,523
B02617,2018-04-05,125,585
B02617,2018-04-06,134,686
B02617,2018-04-07,131,691
B02617,2018-04-08,152,768
B02617,2018-04-09,163,849
B02512,2018-04-10,191,1109
B02512,2018-04-11,220,1190
B02512,2018-04-12,233,998
B02512,2018-04-13,214,1507
B02512,2018-04-14,200,1562
B02512,2018-04-15,178,1696
B02512,2018-04-16,185,1782
B02598,2018-04-10,140,768
B02598,2018-04-11,162,890
B02598,2018-04-12,176,933
B02598,2018-04-13,184,972
B02598,2018-04-14,188,1060
B02598,2018-04-15,192,1219
B02598,2018-04-16,209,1295
B02617,2018-04-10,107,497
B02617,2018-04-11,106,523
B02617,2018-04-12,118,644
B02617,2018-04-13,120,686
B02617,2018-04-14,146,720
B02617,2018-04-15,153,715
B02617,2018-04-16,165,824
B02512,2018-04-17,181,1107
B02512,2018-04-18,231,1186
B02512,2018-04-19,239,975
B02512,2018-04-20,215,1477
B02512,2018-04-21,197,1602
B02512,2018-04-22,178,1736
B02512,2018-04-23,191,1799
B02598,2018-04-17,157,847
B02598,2018-04-18,157,868
B02598,2018-04-19,179,961
B02598,2018-04-20,173,1025
B02598,2018-04-21,193,1144
B02598,2018-04-22,191,1178
B02598,2018-04-23,216,1314
B02617,2018-04-17,94,491
B02617,2018-04-18,102,577
B02617,2018-04-19,118,616
B02617,2018-04-20,131,602
B02617,2018-04-21,134,719
B02617,2018-04-22,141,783
B02617,2018-04-23,166,769
B02512,2018-04-24,184,1089
B02512,2018-04-25,216,1244
B02512,2018-04-26,227,1046
B02512,2018-04-27,211,1508
B02512,2018-04-28,195,1632
B02512,2018-04-29,177,1704
B02512,2018-04-30,196,1756
B02598,2018-04-24,153,778
B02598,2018-04-25,155,906
B02598,2018-04-26,166,936
B02598,2018-04-27,174,1024
B02598,2018-04-28,183,1096
B02598,2018-04-29,191,1193
B02598,2018-04-30,205,1339
B02617,2018-04-24,97,474
B02617,2018-04-25,101,582
B02617,2018-04-26,110,559
B02617,2018-04-27,130,681
B02617,2018-04-28,134,662
B02617,2018-04-29,155,710
B02617,2018-04-30,154,812
B02512,2018-05-01,199,1180
B02512,2018-05-02,229,1242
B02512,2018-05-03,230,1016
B02512,2018-05-04,219,1478
B02512,2018-05-05,204,1583
B02512,2018-05-06,175,1697
B02512,2018-05-07,187,1834
B02598,2018-05-01,149,819
B02598,2018-05-02,158,896
B02598,2018-05-03,167,994
B02598,2018-05-04,173,964
B02598,2018-05-05,190,1076
B02598,2018-05-06,195,1165
B02598,2018-05-07,214,1292
B02617,2018-05-01,101,475
B02617,2018-05-02,107,527
B02617,2018-05-03,110,577
B02617,2018-05-04,137,620
B02617,2018-05-05,144,702
B02617,2018-05-06,153,731
B02617,2018-05-07,157,848
B02512,2018-05-08,186,1119
B02512,2018-05-09,229,1249
B02512,2018-05-10,224,1044
B02512,2018-05-11,211,1501
B02512,2018-05-12,195,1555
B02512,2018-05-13,177,1658
B02512,2018-05-14,195,1782
B02598,2018-05-08,149,834
B02598,2018-05-09,157,913
B02598,2018-05-10,173,912
B02598,2018-05-11,187,1044
B02598,2018-05-12,195,1124
B02598,2018-05-13,199,1196
B02598,2018-05-14,215,1346
B02617,2018-05-08,109,523
B02617,2018-05-09,116,535
B02617,2018-05-10,114,575
B02617,2018-05-11,129,673
B02617,2018-05-12,135,728
